"","연도","직종","회차","일련번호","과목명","과목별점수"
"18457",2015,"의사(필기)",79,"52656","보건의약관계 법규",19
"18458",2015,"의사(필기)",79,"52656","의학각론1(R형)",30
"18459",2015,"의사(필기)",79,"52656","의학각론2",37
"18460",2015,"의사(필기)",79,"52656","의학각론3",58
"18461",2015,"의사(필기)",79,"52656","의학각론4",46
"18462",2015,"의사(필기)",79,"52656","의학각론5",55
"18463",2015,"의사(필기)",79,"52656","의학총론1",47
"18464",2015,"의사(필기)",79,"52656","의학총론2(R형)",10
"18465",2015,"의사(필기)",79,"52657","보건의약관계 법규",16
"18466",2015,"의사(필기)",79,"52657","의학각론1(R형)",34
"18467",2015,"의사(필기)",79,"52657","의학각론2",36
"18468",2015,"의사(필기)",79,"52657","의학각론3",60
"18469",2015,"의사(필기)",79,"52657","의학각론4",53
"18470",2015,"의사(필기)",79,"52657","의학각론5",58
"18471",2015,"의사(필기)",79,"52657","의학총론1",45
"18472",2015,"의사(필기)",79,"52657","의학총론2(R형)",9
"18473",2015,"의사(필기)",79,"52658","보건의약관계 법규",16
"18474",2015,"의사(필기)",79,"52658","의학각론1(R형)",34
"18475",2015,"의사(필기)",79,"52658","의학각론2",42
"18476",2015,"의사(필기)",79,"52658","의학각론3",61
"18477",2015,"의사(필기)",79,"52658","의학각론4",62
"18478",2015,"의사(필기)",79,"52658","의학각론5",58
"18479",2015,"의사(필기)",79,"52658","의학총론1",54
"18480",2015,"의사(필기)",79,"52658","의학총론2(R형)",14
"18481",2015,"의사(필기)",79,"52659","보건의약관계 법규",17
"18482",2015,"의사(필기)",79,"52659","의학각론1(R형)",28
"18483",2015,"의사(필기)",79,"52659","의학각론2",34
"18484",2015,"의사(필기)",79,"52659","의학각론3",54
"18485",2015,"의사(필기)",79,"52659","의학각론4",49
"18486",2015,"의사(필기)",79,"52659","의학각론5",60
"18487",2015,"의사(필기)",79,"52659","의학총론1",41
"18488",2015,"의사(필기)",79,"52659","의학총론2(R형)",11
"18489",2015,"의사(필기)",79,"52660","보건의약관계 법규",16
"18490",2015,"의사(필기)",79,"52660","의학각론1(R형)",25
"18491",2015,"의사(필기)",79,"52660","의학각론2",31
"18492",2015,"의사(필기)",79,"52660","의학각론3",55
"18493",2015,"의사(필기)",79,"52660","의학각론4",43
"18494",2015,"의사(필기)",79,"52660","의학각론5",51
"18495",2015,"의사(필기)",79,"52660","의학총론1",45
"18496",2015,"의사(필기)",79,"52660","의학총론2(R형)",12
"18497",2015,"의사(필기)",79,"52661","보건의약관계 법규",15
"18498",2015,"의사(필기)",79,"52661","의학각론1(R형)",32
"18499",2015,"의사(필기)",79,"52661","의학각론2",38
"18500",2015,"의사(필기)",79,"52661","의학각론3",55
"18501",2015,"의사(필기)",79,"52661","의학각론4",56
"18502",2015,"의사(필기)",79,"52661","의학각론5",56
"18503",2015,"의사(필기)",79,"52661","의학총론1",51
"18504",2015,"의사(필기)",79,"52661","의학총론2(R형)",11
"18505",2015,"의사(필기)",79,"52662","보건의약관계 법규",16
"18506",2015,"의사(필기)",79,"52662","의학각론1(R형)",33
"18507",2015,"의사(필기)",79,"52662","의학각론2",36
"18508",2015,"의사(필기)",79,"52662","의학각론3",52
"18509",2015,"의사(필기)",79,"52662","의학각론4",57
"18510",2015,"의사(필기)",79,"52662","의학각론5",57
"18511",2015,"의사(필기)",79,"52662","의학총론1",54
"18512",2015,"의사(필기)",79,"52662","의학총론2(R형)",10
"18513",2015,"의사(필기)",79,"52663","보건의약관계 법규",11
"18514",2015,"의사(필기)",79,"52663","의학각론1(R형)",21
"18515",2015,"의사(필기)",79,"52663","의학각론2",31
"18516",2015,"의사(필기)",79,"52663","의학각론3",51
"18517",2015,"의사(필기)",79,"52663","의학각론4",45
"18518",2015,"의사(필기)",79,"52663","의학각론5",58
"18519",2015,"의사(필기)",79,"52663","의학총론1",45
"18520",2015,"의사(필기)",79,"52663","의학총론2(R형)",11
"18521",2015,"의사(필기)",79,"52664","보건의약관계 법규",14
"18522",2015,"의사(필기)",79,"52664","의학각론1(R형)",30
"18523",2015,"의사(필기)",79,"52664","의학각론2",28
"18524",2015,"의사(필기)",79,"52664","의학각론3",59
"18525",2015,"의사(필기)",79,"52664","의학각론4",45
"18526",2015,"의사(필기)",79,"52664","의학각론5",54
"18527",2015,"의사(필기)",79,"52664","의학총론1",43
"18528",2015,"의사(필기)",79,"52664","의학총론2(R형)",9
"18529",2015,"의사(필기)",79,"52665","보건의약관계 법규",18
"18530",2015,"의사(필기)",79,"52665","의학각론1(R형)",39
"18531",2015,"의사(필기)",79,"52665","의학각론2",42
"18532",2015,"의사(필기)",79,"52665","의학각론3",58
"18533",2015,"의사(필기)",79,"52665","의학각론4",60
"18534",2015,"의사(필기)",79,"52665","의학각론5",63
"18535",2015,"의사(필기)",79,"52665","의학총론1",47
"18536",2015,"의사(필기)",79,"52665","의학총론2(R형)",12
"18537",2015,"의사(필기)",79,"52666","보건의약관계 법규",15
"18538",2015,"의사(필기)",79,"52666","의학각론1(R형)",35
"18539",2015,"의사(필기)",79,"52666","의학각론2",38
"18540",2015,"의사(필기)",79,"52666","의학각론3",62
"18541",2015,"의사(필기)",79,"52666","의학각론4",55
"18542",2015,"의사(필기)",79,"52666","의학각론5",58
"18543",2015,"의사(필기)",79,"52666","의학총론1",51
"18544",2015,"의사(필기)",79,"52666","의학총론2(R형)",11
"18545",2015,"의사(필기)",79,"52667","보건의약관계 법규",19
"18546",2015,"의사(필기)",79,"52667","의학각론1(R형)",32
"18547",2015,"의사(필기)",79,"52667","의학각론2",37
"18548",2015,"의사(필기)",79,"52667","의학각론3",63
"18549",2015,"의사(필기)",79,"52667","의학각론4",57
"18550",2015,"의사(필기)",79,"52667","의학각론5",60
"18551",2015,"의사(필기)",79,"52667","의학총론1",56
"18552",2015,"의사(필기)",79,"52667","의학총론2(R형)",11
"18553",2015,"의사(필기)",79,"52668","보건의약관계 법규",17
"18554",2015,"의사(필기)",79,"52668","의학각론1(R형)",32
"18555",2015,"의사(필기)",79,"52668","의학각론2",40
"18556",2015,"의사(필기)",79,"52668","의학각론3",57
"18557",2015,"의사(필기)",79,"52668","의학각론4",52
"18558",2015,"의사(필기)",79,"52668","의학각론5",62
"18559",2015,"의사(필기)",79,"52668","의학총론1",52
"18560",2015,"의사(필기)",79,"52668","의학총론2(R형)",9
"18561",2015,"의사(필기)",79,"52669","보건의약관계 법규",17
"18562",2015,"의사(필기)",79,"52669","의학각론1(R형)",34
"18563",2015,"의사(필기)",79,"52669","의학각론2",38
"18564",2015,"의사(필기)",79,"52669","의학각론3",57
"18565",2015,"의사(필기)",79,"52669","의학각론4",60
"18566",2015,"의사(필기)",79,"52669","의학각론5",60
"18567",2015,"의사(필기)",79,"52669","의학총론1",53
"18568",2015,"의사(필기)",79,"52669","의학총론2(R형)",11
"18569",2015,"의사(필기)",79,"52670","보건의약관계 법규",18
"18570",2015,"의사(필기)",79,"52670","의학각론1(R형)",33
"18571",2015,"의사(필기)",79,"52670","의학각론2",41
"18572",2015,"의사(필기)",79,"52670","의학각론3",54
"18573",2015,"의사(필기)",79,"52670","의학각론4",48
"18574",2015,"의사(필기)",79,"52670","의학각론5",55
"18575",2015,"의사(필기)",79,"52670","의학총론1",46
"18576",2015,"의사(필기)",79,"52670","의학총론2(R형)",12
"18577",2015,"의사(필기)",79,"52671","보건의약관계 법규",17
"18578",2015,"의사(필기)",79,"52671","의학각론1(R형)",33
"18579",2015,"의사(필기)",79,"52671","의학각론2",30
"18580",2015,"의사(필기)",79,"52671","의학각론3",55
"18581",2015,"의사(필기)",79,"52671","의학각론4",55
"18582",2015,"의사(필기)",79,"52671","의학각론5",55
"18583",2015,"의사(필기)",79,"52671","의학총론1",48
"18584",2015,"의사(필기)",79,"52671","의학총론2(R형)",11
"18585",2015,"의사(필기)",79,"52672","보건의약관계 법규",15
"18586",2015,"의사(필기)",79,"52672","의학각론1(R형)",26
"18587",2015,"의사(필기)",79,"52672","의학각론2",38
"18588",2015,"의사(필기)",79,"52672","의학각론3",52
"18589",2015,"의사(필기)",79,"52672","의학각론4",50
"18590",2015,"의사(필기)",79,"52672","의학각론5",56
"18591",2015,"의사(필기)",79,"52672","의학총론1",48
"18592",2015,"의사(필기)",79,"52672","의학총론2(R형)",8
"18593",2015,"의사(필기)",79,"52673","보건의약관계 법규",16
"18594",2015,"의사(필기)",79,"52673","의학각론1(R형)",33
"18595",2015,"의사(필기)",79,"52673","의학각론2",28
"18596",2015,"의사(필기)",79,"52673","의학각론3",52
"18597",2015,"의사(필기)",79,"52673","의학각론4",50
"18598",2015,"의사(필기)",79,"52673","의학각론5",52
"18599",2015,"의사(필기)",79,"52673","의학총론1",42
"18600",2015,"의사(필기)",79,"52673","의학총론2(R형)",11
"18601",2015,"의사(필기)",79,"52674","보건의약관계 법규",14
"18602",2015,"의사(필기)",79,"52674","의학각론1(R형)",33
"18603",2015,"의사(필기)",79,"52674","의학각론2",32
"18604",2015,"의사(필기)",79,"52674","의학각론3",51
"18605",2015,"의사(필기)",79,"52674","의학각론4",54
"18606",2015,"의사(필기)",79,"52674","의학각론5",54
"18607",2015,"의사(필기)",79,"52674","의학총론1",48
"18608",2015,"의사(필기)",79,"52674","의학총론2(R형)",12
"18609",2015,"의사(필기)",79,"52675","보건의약관계 법규",17
"18610",2015,"의사(필기)",79,"52675","의학각론1(R형)",32
"18611",2015,"의사(필기)",79,"52675","의학각론2",34
"18612",2015,"의사(필기)",79,"52675","의학각론3",54
"18613",2015,"의사(필기)",79,"52675","의학각론4",51
"18614",2015,"의사(필기)",79,"52675","의학각론5",60
"18615",2015,"의사(필기)",79,"52675","의학총론1",52
"18616",2015,"의사(필기)",79,"52675","의학총론2(R형)",11
"18617",2015,"의사(필기)",79,"52676","보건의약관계 법규",16
"18618",2015,"의사(필기)",79,"52676","의학각론1(R형)",37
"18619",2015,"의사(필기)",79,"52676","의학각론2",36
"18620",2015,"의사(필기)",79,"52676","의학각론3",59
"18621",2015,"의사(필기)",79,"52676","의학각론4",61
"18622",2015,"의사(필기)",79,"52676","의학각론5",62
"18623",2015,"의사(필기)",79,"52676","의학총론1",52
"18624",2015,"의사(필기)",79,"52676","의학총론2(R형)",11
"18625",2015,"의사(필기)",79,"52677","보건의약관계 법규",18
"18626",2015,"의사(필기)",79,"52677","의학각론1(R형)",30
"18627",2015,"의사(필기)",79,"52677","의학각론2",32
"18628",2015,"의사(필기)",79,"52677","의학각론3",51
"18629",2015,"의사(필기)",79,"52677","의학각론4",53
"18630",2015,"의사(필기)",79,"52677","의학각론5",55
"18631",2015,"의사(필기)",79,"52677","의학총론1",46
"18632",2015,"의사(필기)",79,"52677","의학총론2(R형)",10
"18633",2015,"의사(필기)",79,"52678","보건의약관계 법규",13
"18634",2015,"의사(필기)",79,"52678","의학각론1(R형)",33
"18635",2015,"의사(필기)",79,"52678","의학각론2",36
"18636",2015,"의사(필기)",79,"52678","의학각론3",51
"18637",2015,"의사(필기)",79,"52678","의학각론4",47
"18638",2015,"의사(필기)",79,"52678","의학각론5",54
"18639",2015,"의사(필기)",79,"52678","의학총론1",43
"18640",2015,"의사(필기)",79,"52678","의학총론2(R형)",12
"18641",2015,"의사(필기)",79,"52679","보건의약관계 법규",18
"18642",2015,"의사(필기)",79,"52679","의학각론1(R형)",40
"18643",2015,"의사(필기)",79,"52679","의학각론2",43
"18644",2015,"의사(필기)",79,"52679","의학각론3",62
"18645",2015,"의사(필기)",79,"52679","의학각론4",57
"18646",2015,"의사(필기)",79,"52679","의학각론5",63
"18647",2015,"의사(필기)",79,"52679","의학총론1",52
"18648",2015,"의사(필기)",79,"52679","의학총론2(R형)",11
"18649",2015,"의사(필기)",79,"52680","보건의약관계 법규",18
"18650",2015,"의사(필기)",79,"52680","의학각론1(R형)",30
"18651",2015,"의사(필기)",79,"52680","의학각론2",34
"18652",2015,"의사(필기)",79,"52680","의학각론3",51
"18653",2015,"의사(필기)",79,"52680","의학각론4",53
"18654",2015,"의사(필기)",79,"52680","의학각론5",55
"18655",2015,"의사(필기)",79,"52680","의학총론1",55
"18656",2015,"의사(필기)",79,"52680","의학총론2(R형)",12
"18657",2015,"의사(필기)",79,"52681","보건의약관계 법규",14
"18658",2015,"의사(필기)",79,"52681","의학각론1(R형)",26
"18659",2015,"의사(필기)",79,"52681","의학각론2",33
"18660",2015,"의사(필기)",79,"52681","의학각론3",51
"18661",2015,"의사(필기)",79,"52681","의학각론4",56
"18662",2015,"의사(필기)",79,"52681","의학각론5",55
"18663",2015,"의사(필기)",79,"52681","의학총론1",50
"18664",2015,"의사(필기)",79,"52681","의학총론2(R형)",9
"18665",2015,"의사(필기)",79,"52682","보건의약관계 법규",17
"18666",2015,"의사(필기)",79,"52682","의학각론1(R형)",32
"18667",2015,"의사(필기)",79,"52682","의학각론2",38
"18668",2015,"의사(필기)",79,"52682","의학각론3",58
"18669",2015,"의사(필기)",79,"52682","의학각론4",58
"18670",2015,"의사(필기)",79,"52682","의학각론5",57
"18671",2015,"의사(필기)",79,"52682","의학총론1",52
"18672",2015,"의사(필기)",79,"52682","의학총론2(R형)",11
"18673",2015,"의사(필기)",79,"52683","보건의약관계 법규",18
"18674",2015,"의사(필기)",79,"52683","의학각론1(R형)",32
"18675",2015,"의사(필기)",79,"52683","의학각론2",38
"18676",2015,"의사(필기)",79,"52683","의학각론3",57
"18677",2015,"의사(필기)",79,"52683","의학각론4",48
"18678",2015,"의사(필기)",79,"52683","의학각론5",52
"18679",2015,"의사(필기)",79,"52683","의학총론1",51
"18680",2015,"의사(필기)",79,"52683","의학총론2(R형)",9
"18681",2015,"의사(필기)",79,"52684","보건의약관계 법규",17
"18682",2015,"의사(필기)",79,"52684","의학각론1(R형)",35
"18683",2015,"의사(필기)",79,"52684","의학각론2",38
"18684",2015,"의사(필기)",79,"52684","의학각론3",53
"18685",2015,"의사(필기)",79,"52684","의학각론4",49
"18686",2015,"의사(필기)",79,"52684","의학각론5",55
"18687",2015,"의사(필기)",79,"52684","의학총론1",53
"18688",2015,"의사(필기)",79,"52684","의학총론2(R형)",11
"18689",2015,"의사(필기)",79,"52685","보건의약관계 법규",14
"18690",2015,"의사(필기)",79,"52685","의학각론1(R형)",29
"18691",2015,"의사(필기)",79,"52685","의학각론2",33
"18692",2015,"의사(필기)",79,"52685","의학각론3",49
"18693",2015,"의사(필기)",79,"52685","의학각론4",51
"18694",2015,"의사(필기)",79,"52685","의학각론5",59
"18695",2015,"의사(필기)",79,"52685","의학총론1",49
"18696",2015,"의사(필기)",79,"52685","의학총론2(R형)",9
"18697",2015,"의사(필기)",79,"52686","보건의약관계 법규",15
"18698",2015,"의사(필기)",79,"52686","의학각론1(R형)",36
"18699",2015,"의사(필기)",79,"52686","의학각론2",31
"18700",2015,"의사(필기)",79,"52686","의학각론3",59
"18701",2015,"의사(필기)",79,"52686","의학각론4",50
"18702",2015,"의사(필기)",79,"52686","의학각론5",63
"18703",2015,"의사(필기)",79,"52686","의학총론1",43
"18704",2015,"의사(필기)",79,"52686","의학총론2(R형)",11
"18705",2015,"의사(필기)",79,"52687","보건의약관계 법규",14
"18706",2015,"의사(필기)",79,"52687","의학각론1(R형)",31
"18707",2015,"의사(필기)",79,"52687","의학각론2",34
"18708",2015,"의사(필기)",79,"52687","의학각론3",53
"18709",2015,"의사(필기)",79,"52687","의학각론4",56
"18710",2015,"의사(필기)",79,"52687","의학각론5",60
"18711",2015,"의사(필기)",79,"52687","의학총론1",45
"18712",2015,"의사(필기)",79,"52687","의학총론2(R형)",11
"18713",2015,"의사(필기)",79,"52688","보건의약관계 법규",18
"18714",2015,"의사(필기)",79,"52688","의학각론1(R형)",37
"18715",2015,"의사(필기)",79,"52688","의학각론2",40
"18716",2015,"의사(필기)",79,"52688","의학각론3",60
"18717",2015,"의사(필기)",79,"52688","의학각론4",60
"18718",2015,"의사(필기)",79,"52688","의학각론5",60
"18719",2015,"의사(필기)",79,"52688","의학총론1",52
"18720",2015,"의사(필기)",79,"52688","의학총론2(R형)",12
"18721",2015,"의사(필기)",79,"52689","보건의약관계 법규",15
"18722",2015,"의사(필기)",79,"52689","의학각론1(R형)",28
"18723",2015,"의사(필기)",79,"52689","의학각론2",31
"18724",2015,"의사(필기)",79,"52689","의학각론3",55
"18725",2015,"의사(필기)",79,"52689","의학각론4",60
"18726",2015,"의사(필기)",79,"52689","의학각론5",48
"18727",2015,"의사(필기)",79,"52689","의학총론1",48
"18728",2015,"의사(필기)",79,"52689","의학총론2(R형)",12
"18729",2015,"의사(필기)",79,"52690","보건의약관계 법규",17
"18730",2015,"의사(필기)",79,"52690","의학각론1(R형)",31
"18731",2015,"의사(필기)",79,"52690","의학각론2",35
"18732",2015,"의사(필기)",79,"52690","의학각론3",61
"18733",2015,"의사(필기)",79,"52690","의학각론4",60
"18734",2015,"의사(필기)",79,"52690","의학각론5",54
"18735",2015,"의사(필기)",79,"52690","의학총론1",55
"18736",2015,"의사(필기)",79,"52690","의학총론2(R형)",11
"18737",2015,"의사(필기)",79,"52691","보건의약관계 법규",16
"18738",2015,"의사(필기)",79,"52691","의학각론1(R형)",30
"18739",2015,"의사(필기)",79,"52691","의학각론2",29
"18740",2015,"의사(필기)",79,"52691","의학각론3",49
"18741",2015,"의사(필기)",79,"52691","의학각론4",51
"18742",2015,"의사(필기)",79,"52691","의학각론5",56
"18743",2015,"의사(필기)",79,"52691","의학총론1",48
"18744",2015,"의사(필기)",79,"52691","의학총론2(R형)",9
"18745",2015,"의사(필기)",79,"52692","보건의약관계 법규",16
"18746",2015,"의사(필기)",79,"52692","의학각론1(R형)",36
"18747",2015,"의사(필기)",79,"52692","의학각론2",34
"18748",2015,"의사(필기)",79,"52692","의학각론3",57
"18749",2015,"의사(필기)",79,"52692","의학각론4",54
"18750",2015,"의사(필기)",79,"52692","의학각론5",54
"18751",2015,"의사(필기)",79,"52692","의학총론1",45
"18752",2015,"의사(필기)",79,"52692","의학총론2(R형)",10
"18753",2015,"의사(필기)",79,"52693","보건의약관계 법규",15
"18754",2015,"의사(필기)",79,"52693","의학각론1(R형)",33
"18755",2015,"의사(필기)",79,"52693","의학각론2",40
"18756",2015,"의사(필기)",79,"52693","의학각론3",57
"18757",2015,"의사(필기)",79,"52693","의학각론4",51
"18758",2015,"의사(필기)",79,"52693","의학각론5",61
"18759",2015,"의사(필기)",79,"52693","의학총론1",52
"18760",2015,"의사(필기)",79,"52693","의학총론2(R형)",11
"18761",2015,"의사(필기)",79,"52694","보건의약관계 법규",17
"18762",2015,"의사(필기)",79,"52694","의학각론1(R형)",37
"18763",2015,"의사(필기)",79,"52694","의학각론2",40
"18764",2015,"의사(필기)",79,"52694","의학각론3",61
"18765",2015,"의사(필기)",79,"52694","의학각론4",60
"18766",2015,"의사(필기)",79,"52694","의학각론5",65
"18767",2015,"의사(필기)",79,"52694","의학총론1",51
"18768",2015,"의사(필기)",79,"52694","의학총론2(R형)",14
"18769",2015,"의사(필기)",79,"52695","보건의약관계 법규",16
"18770",2015,"의사(필기)",79,"52695","의학각론1(R형)",33
"18771",2015,"의사(필기)",79,"52695","의학각론2",36
"18772",2015,"의사(필기)",79,"52695","의학각론3",56
"18773",2015,"의사(필기)",79,"52695","의학각론4",49
"18774",2015,"의사(필기)",79,"52695","의학각론5",59
"18775",2015,"의사(필기)",79,"52695","의학총론1",44
"18776",2015,"의사(필기)",79,"52695","의학총론2(R형)",10
"18777",2015,"의사(필기)",79,"52696","보건의약관계 법규",15
"18778",2015,"의사(필기)",79,"52696","의학각론1(R형)",29
"18779",2015,"의사(필기)",79,"52696","의학각론2",32
"18780",2015,"의사(필기)",79,"52696","의학각론3",45
"18781",2015,"의사(필기)",79,"52696","의학각론4",50
"18782",2015,"의사(필기)",79,"52696","의학각론5",50
"18783",2015,"의사(필기)",79,"52696","의학총론1",47
"18784",2015,"의사(필기)",79,"52696","의학총론2(R형)",9
"18785",2015,"의사(필기)",79,"52697","보건의약관계 법규",14
"18786",2015,"의사(필기)",79,"52697","의학각론1(R형)",28
"18787",2015,"의사(필기)",79,"52697","의학각론2",32
"18788",2015,"의사(필기)",79,"52697","의학각론3",57
"18789",2015,"의사(필기)",79,"52697","의학각론4",51
"18790",2015,"의사(필기)",79,"52697","의학각론5",55
"18791",2015,"의사(필기)",79,"52697","의학총론1",53
"18792",2015,"의사(필기)",79,"52697","의학총론2(R형)",7
"18793",2015,"의사(필기)",79,"52698","보건의약관계 법규",15
"18794",2015,"의사(필기)",79,"52698","의학각론1(R형)",38
"18795",2015,"의사(필기)",79,"52698","의학각론2",42
"18796",2015,"의사(필기)",79,"52698","의학각론3",60
"18797",2015,"의사(필기)",79,"52698","의학각론4",60
"18798",2015,"의사(필기)",79,"52698","의학각론5",58
"18799",2015,"의사(필기)",79,"52698","의학총론1",54
"18800",2015,"의사(필기)",79,"52698","의학총론2(R형)",11
"18801",2015,"의사(필기)",79,"52699","보건의약관계 법규",17
"18802",2015,"의사(필기)",79,"52699","의학각론1(R형)",24
"18803",2015,"의사(필기)",79,"52699","의학각론2",32
"18804",2015,"의사(필기)",79,"52699","의학각론3",59
"18805",2015,"의사(필기)",79,"52699","의학각론4",46
"18806",2015,"의사(필기)",79,"52699","의학각론5",49
"18807",2015,"의사(필기)",79,"52699","의학총론1",45
"18808",2015,"의사(필기)",79,"52699","의학총론2(R형)",9
"18809",2015,"의사(필기)",79,"52700","보건의약관계 법규",15
"18810",2015,"의사(필기)",79,"52700","의학각론1(R형)",38
"18811",2015,"의사(필기)",79,"52700","의학각론2",32
"18812",2015,"의사(필기)",79,"52700","의학각론3",58
"18813",2015,"의사(필기)",79,"52700","의학각론4",48
"18814",2015,"의사(필기)",79,"52700","의학각론5",51
"18815",2015,"의사(필기)",79,"52700","의학총론1",48
"18816",2015,"의사(필기)",79,"52700","의학총론2(R형)",10
"18817",2015,"의사(필기)",79,"52701","보건의약관계 법규",15
"18818",2015,"의사(필기)",79,"52701","의학각론1(R형)",28
"18819",2015,"의사(필기)",79,"52701","의학각론2",33
"18820",2015,"의사(필기)",79,"52701","의학각론3",45
"18821",2015,"의사(필기)",79,"52701","의학각론4",45
"18822",2015,"의사(필기)",79,"52701","의학각론5",52
"18823",2015,"의사(필기)",79,"52701","의학총론1",45
"18824",2015,"의사(필기)",79,"52701","의학총론2(R형)",12
"18825",2015,"의사(필기)",79,"52702","보건의약관계 법규",15
"18826",2015,"의사(필기)",79,"52702","의학각론1(R형)",36
"18827",2015,"의사(필기)",79,"52702","의학각론2",37
"18828",2015,"의사(필기)",79,"52702","의학각론3",62
"18829",2015,"의사(필기)",79,"52702","의학각론4",57
"18830",2015,"의사(필기)",79,"52702","의학각론5",60
"18831",2015,"의사(필기)",79,"52702","의학총론1",56
"18832",2015,"의사(필기)",79,"52702","의학총론2(R형)",11
"18833",2015,"의사(필기)",79,"52703","보건의약관계 법규",14
"18834",2015,"의사(필기)",79,"52703","의학각론1(R형)",32
"18835",2015,"의사(필기)",79,"52703","의학각론2",35
"18836",2015,"의사(필기)",79,"52703","의학각론3",51
"18837",2015,"의사(필기)",79,"52703","의학각론4",50
"18838",2015,"의사(필기)",79,"52703","의학각론5",53
"18839",2015,"의사(필기)",79,"52703","의학총론1",49
"18840",2015,"의사(필기)",79,"52703","의학총론2(R형)",12
"18841",2015,"의사(필기)",79,"52704","보건의약관계 법규",14
"18842",2015,"의사(필기)",79,"52704","의학각론1(R형)",35
"18843",2015,"의사(필기)",79,"52704","의학각론2",39
"18844",2015,"의사(필기)",79,"52704","의학각론3",53
"18845",2015,"의사(필기)",79,"52704","의학각론4",58
"18846",2015,"의사(필기)",79,"52704","의학각론5",56
"18847",2015,"의사(필기)",79,"52704","의학총론1",52
"18848",2015,"의사(필기)",79,"52704","의학총론2(R형)",10
"18849",2015,"의사(필기)",79,"52705","보건의약관계 법규",13
"18850",2015,"의사(필기)",79,"52705","의학각론1(R형)",26
"18851",2015,"의사(필기)",79,"52705","의학각론2",39
"18852",2015,"의사(필기)",79,"52705","의학각론3",54
"18853",2015,"의사(필기)",79,"52705","의학각론4",54
"18854",2015,"의사(필기)",79,"52705","의학각론5",53
"18855",2015,"의사(필기)",79,"52705","의학총론1",45
"18856",2015,"의사(필기)",79,"52705","의학총론2(R형)",10
"18857",2015,"의사(필기)",79,"52706","보건의약관계 법규",16
"18858",2015,"의사(필기)",79,"52706","의학각론1(R형)",27
"18859",2015,"의사(필기)",79,"52706","의학각론2",34
"18860",2015,"의사(필기)",79,"52706","의학각론3",50
"18861",2015,"의사(필기)",79,"52706","의학각론4",42
"18862",2015,"의사(필기)",79,"52706","의학각론5",51
"18863",2015,"의사(필기)",79,"52706","의학총론1",39
"18864",2015,"의사(필기)",79,"52706","의학총론2(R형)",10
"18865",2015,"의사(필기)",79,"52707","보건의약관계 법규",13
"18866",2015,"의사(필기)",79,"52707","의학각론1(R형)",31
"18867",2015,"의사(필기)",79,"52707","의학각론2",36
"18868",2015,"의사(필기)",79,"52707","의학각론3",52
"18869",2015,"의사(필기)",79,"52707","의학각론4",56
"18870",2015,"의사(필기)",79,"52707","의학각론5",57
"18871",2015,"의사(필기)",79,"52707","의학총론1",54
"18872",2015,"의사(필기)",79,"52707","의학총론2(R형)",9
"18873",2015,"의사(필기)",79,"52708","보건의약관계 법규",16
"18874",2015,"의사(필기)",79,"52708","의학각론1(R형)",36
"18875",2015,"의사(필기)",79,"52708","의학각론2",41
"18876",2015,"의사(필기)",79,"52708","의학각론3",62
"18877",2015,"의사(필기)",79,"52708","의학각론4",54
"18878",2015,"의사(필기)",79,"52708","의학각론5",54
"18879",2015,"의사(필기)",79,"52708","의학총론1",51
"18880",2015,"의사(필기)",79,"52708","의학총론2(R형)",12
"18881",2015,"의사(필기)",79,"52709","보건의약관계 법규",13
"18882",2015,"의사(필기)",79,"52709","의학각론1(R형)",34
"18883",2015,"의사(필기)",79,"52709","의학각론2",34
"18884",2015,"의사(필기)",79,"52709","의학각론3",58
"18885",2015,"의사(필기)",79,"52709","의학각론4",49
"18886",2015,"의사(필기)",79,"52709","의학각론5",57
"18887",2015,"의사(필기)",79,"52709","의학총론1",57
"18888",2015,"의사(필기)",79,"52709","의학총론2(R형)",12
"18889",2015,"의사(필기)",79,"52710","보건의약관계 법규",17
"18890",2015,"의사(필기)",79,"52710","의학각론1(R형)",36
"18891",2015,"의사(필기)",79,"52710","의학각론2",38
"18892",2015,"의사(필기)",79,"52710","의학각론3",61
"18893",2015,"의사(필기)",79,"52710","의학각론4",56
"18894",2015,"의사(필기)",79,"52710","의학각론5",58
"18895",2015,"의사(필기)",79,"52710","의학총론1",53
"18896",2015,"의사(필기)",79,"52710","의학총론2(R형)",10
"18897",2015,"의사(필기)",79,"52711","보건의약관계 법규",13
"18898",2015,"의사(필기)",79,"52711","의학각론1(R형)",34
"18899",2015,"의사(필기)",79,"52711","의학각론2",35
"18900",2015,"의사(필기)",79,"52711","의학각론3",57
"18901",2015,"의사(필기)",79,"52711","의학각론4",54
"18902",2015,"의사(필기)",79,"52711","의학각론5",53
"18903",2015,"의사(필기)",79,"52711","의학총론1",45
"18904",2015,"의사(필기)",79,"52711","의학총론2(R형)",11
"18905",2015,"의사(필기)",79,"52712","보건의약관계 법규",16
"18906",2015,"의사(필기)",79,"52712","의학각론1(R형)",27
"18907",2015,"의사(필기)",79,"52712","의학각론2",34
"18908",2015,"의사(필기)",79,"52712","의학각론3",51
"18909",2015,"의사(필기)",79,"52712","의학각론4",45
"18910",2015,"의사(필기)",79,"52712","의학각론5",51
"18911",2015,"의사(필기)",79,"52712","의학총론1",48
"18912",2015,"의사(필기)",79,"52712","의학총론2(R형)",10
"18913",2015,"의사(필기)",79,"52713","보건의약관계 법규",14
